lineage	min	q1	mean	median	q3	max
1;3;90;911;2062;8949;30513;128611	0.363	0.3815	0.4	0.4	0.4185	0.437
1;3;90;911;2062;8949;30513;131174	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;30513;131373	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;30513;131569	0.508	0.6285000000000001	0.749	0.749	0.8694999999999999	0.99
1;3;90;911;2062;8949;30513;131710	0.021	0.252	0.6245	0.7909999999999999	0.99	0.99
1;3;90;911;2062;8949;30513;133370	0.173	0.204	0.235	0.235	0.266	0.297
1;3;90;911;2062;8949;30513;133887	0.141	0.6415	0.7768181818181819	0.99	0.99	0.99
1;3;90;911;2062;8949;30513;137019	0.062	0.239	0.585	0.644	0.99	0.99
1;3;90;911;2062;8949;30513;137394	0.089	0.31425000000000003	0.5395	0.5395	0.76475	0.99
1;3;90;911;2062;8949;30513;140965	0.079	0.2395	0.588	0.6415	0.99	0.99
1;3;90;911;2062;8949;30513;148909	0.0	0.145	0.4836509523809524	0.3805	0.99	0.99
1;3;90;911;2062;8949;30513;152909	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;30513;153053	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;30513;153189	0.062	0.99	0.874	0.99	0.99	0.99
1;3;90;911;2062;8949;30513;154408	0.33	0.33	0.33	0.33	0.33	0.33
1;3;90;911;2062;8949;30513;156729	0.293	0.293	0.293	0.293	0.293	0.293
1;3;90;911;2062;8949;30513;161049	0.721	0.8554999999999999	0.9003333333333333	0.99	0.99	0.99
1;3;90;911;2062;8949;30513;162297	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;30513;162487	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;30513;167552	0.0	0.02475	0.0495	0.0495	0.07425000000000001	0.099
1;3;90;911;2062;8949;30513;169531	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;30513;170256	0.036	0.158	0.3932307692307692	0.196	0.692	0.99
1;3;90;911;2062;8949;30513;172673	0.199	0.208	0.5975	0.6005	0.99	0.99
1;3;90;911;2062;8949;30513;173556	0.192	0.246	0.609	0.627	0.99	0.99
1;3;90;911;2062;8949;30513;175976	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;30513;178435	0.036	0.156	0.2951428571428571	0.274	0.4285	0.587
1;3;90;911;2062;8949;30513;179167	0.0	0.125	0.40605555555555556	0.254	0.86075	0.99
1;3;90;911;2062;8949;30513;179268	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;30513;179817	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;30513;180340	0.182	0.394	0.5926666666666667	0.606	0.798	0.99
1;3;90;911;2062;8949;30513;182368	0.0	0.144	0.5366756756756756	0.539	0.99	0.99
1;3;90;911;2062;8949;30513;183994	0.141	0.287	0.6796	0.99	0.99	0.99
1;3;90;911;2062;8949;30513;185914	0.308	0.308	0.308	0.308	0.308	0.308
1;3;90;911;2062;8949;30513;186281	0.0	0.163	0.5359259259259259	0.345	0.99	0.99
1;3;90;911;2062;8949;30513;186344	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;30513;187028	0.182	0.2855	0.6184285714285714	0.606	0.99	0.99
1;3;90;911;2062;8949;30513;190482	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;30513;190557	0.0	0.523	0.7280909090909091	0.99	0.99	0.99
1;3;90;911;2062;8949;30513;191912	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;30513;82516	0.277	0.45525000000000004	0.6335	0.6335	0.81175	0.99
1;3;90;911;2062;8949;30513;82517	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;30513;83465	0.0	0.23249999999999998	0.6184	0.721	0.99	0.99
1;3;90;911;2062;8949;30513;85975	0.074	0.129	0.6346	0.99	0.99	0.99
1;3;90;911;2062;8949;30513;86709	0.127	0.34275	0.5585	0.5585	0.77425	0.99
1;3;90;911;2062;8949;30513;88282	0.0	0.172	0.5481774193548388	0.518	0.99	0.99
1;3;90;911;2062;8949;30513;89312	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;30513;91169	0.183	0.38475	0.5865	0.5865	0.78825	0.99
1;3;90;911;2062;8949;30513;91248	0.0	0.125	0.25	0.25	0.375	0.5
1;3;90;911;2062;8949;30513;92620	0.0	0.495	0.66	0.99	0.99	0.99
1;3;90;911;2062;8949;30513;94646	0.0	0.0	0.0	0.0	0.0	0.0
1;3;90;911;2062;8949;30513;94821	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;30513;95648	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;30513;99335	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;30513;99341	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;30931;104522	0.721	0.78825	0.8554999999999999	0.8554999999999999	0.92275	0.99
1;3;90;911;2062;8949;30931;123966	0.293	0.6415	0.7576666666666667	0.99	0.99	0.99
1;3;90;911;2062;8949;30931;134321	0.0	0.298	0.5412	0.428	0.99	0.99
1;3;90;911;2062;8949;30931;154633	0.307	0.6485	0.7623333333333333	0.99	0.99	0.99
1;3;90;911;2062;8949;30931;156702	0.144	0.99	0.8208	0.99	0.99	0.99
1;3;90;911;2062;8949;30931;185748	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;30931;85922	0.089	0.377	0.5443333333333333	0.4135	0.84975	0.99
1;3;90;911;2062;8949;31021;116742	0.0	0.20800000000000002	0.38987499999999997	0.27649999999999997	0.4725	0.99
1;3;90;911;2062;8949;31021;170623	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;31021;181147	0.0	0.13425	0.5725	0.7095	0.99	0.99
1;3;90;911;2062;8949;31021;82804	0.456	0.5895	0.723	0.723	0.8565	0.99
1;3;90;911;2062;8949;31266;102637	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;31266;107645	0.08	0.3075	0.535	0.535	0.7625	0.99
1;3;90;911;2062;8949;31266;109089	0.99	0.99	0.9899999999999999	0.99	0.99	0.99
1;3;90;911;2062;8949;31266;138956	0.288	0.46349999999999997	0.639	0.639	0.8145	0.99
1;3;90;911;2062;8949;31266;145445	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;31266;160587	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;31266;170323	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;31266;170862	0.059	0.221	0.47733333333333333	0.383	0.6865	0.99
1;3;90;911;2062;8949;31266;173393	0.0	0.0	0.0	0.0	0.0	0.0
1;3;90;911;2062;8949;31266;98802	0.368	0.679	0.7826666666666666	0.99	0.99	0.99
1;3;90;911;2062;8949;32018;119175	0.089	0.5395	0.6896666666666667	0.99	0.99	0.99
1;3;90;911;2062;8949;32018;119588	0.191	0.5905	0.7236666666666668	0.99	0.99	0.99
1;3;90;911;2062;8949;32142;115364	0.081	0.14175000000000001	0.55575	0.576	0.99	0.99
1;3;90;911;2062;8949;32142;125951	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;32142;127751	0.491	0.491	0.491	0.491	0.491	0.491
1;3;90;911;2062;8949;32142;144032	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;32142;153190	0.199	0.199	0.199	0.199	0.199	0.199
1;3;90;911;2062;8949;32142;81682	0.293	0.46725	0.6415	0.6415	0.81575	0.99
1;3;90;911;2062;8949;32142;96791	0.0	0.02275	0.0455	0.0455	0.06825	0.091
1;3;90;911;2062;8949;32189;107677	0.42	0.42	0.42	0.42	0.42	0.42
1;3;90;911;2062;8949;32189;117184	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;32189;126542	0.0	0.156	0.493038961038961	0.293	0.99	0.99
1;3;90;911;2062;8949;32189;134670	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;32189;153551	0.195	0.79125	0.79125	0.99	0.99	0.99
1;3;90;911;2062;8949;32189;81779	0.182	0.31675	0.4515	0.4515	0.5862499999999999	0.721
1;3;90;911;2062;8949;32639;105650	0.0	0.0	0.0	0.0	0.0	0.0
1;3;90;911;2062;8949;32639;149120	0.7	0.7	0.7	0.7	0.7	0.7
1;3;90;911;2062;8949;32639;171052	0.5	0.6225	0.745	0.745	0.8674999999999999	0.99
1;3;90;911;2062;8949;32639;177073	0.141	0.35324999999999995	0.5655	0.5655	0.7777499999999999	0.99
1;3;90;911;2062;8949;32716;111954	0.014	0.014	0.014	0.014	0.014	0.014
1;3;90;911;2062;8949;32716;168397	0.606	0.606	0.606	0.606	0.606	0.606
1;3;90;911;2062;8949;32716;175881	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;32815;107021	0.721	0.8554999999999999	0.9003333333333333	0.99	0.99	0.99
1;3;90;911;2062;8949;32815;116071	0.136	0.721	0.7654	0.99	0.99	0.99
1;3;90;911;2062;8949;32815;120689	0.0	0.037750000000000006	0.438125	0.242	0.99	0.99
1;3;90;911;2062;8949;32815;129635	0.57	0.78	0.85	0.99	0.99	0.99
1;3;90;911;2062;8949;32815;143097	0.243	0.99	0.8406	0.99	0.99	0.99
1;3;90;911;2062;8949;32815;163394	0.0	0.34299999999999997	0.7070000000000001	0.99	0.99	0.99
1;3;90;911;2062;8949;32815;167822	0.089	0.092	0.5405	0.5415	0.99	0.99
1;3;90;911;2062;8949;32815;172377	0.141	0.35324999999999995	0.5655	0.5655	0.7777499999999999	0.99
1;3;90;911;2062;8949;32815;88943	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;32815;97039	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;33025;159562*	0.476	0.8614999999999999	0.8614999999999999	0.99	0.99	0.99
1;3;90;911;2062;8949;33165;179644	0.173	0.365	0.40549999999999997	0.46950000000000003	0.51	0.51
1;3;90;911;2062;8949;33165;87178	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;33406;139521*	0.127	0.127	0.127	0.127	0.127	0.127
1;3;90;911;2062;8949;33407;149792	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;33407;174047	0.127	0.1655	0.20400000000000001	0.20400000000000001	0.24250000000000002	0.281
1;3;90;911;2062;8949;33407;182492	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;33407;97191	0.063	0.87	0.8086875	0.99	0.99	0.99
1;3;90;911;2062;8949;33524;102088	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;33524;105009	0.127	0.127	0.127	0.127	0.127	0.127
1;3;90;911;2062;8949;33524;105514	0.293	0.293	0.293	0.293	0.293	0.293
1;3;90;911;2062;8949;33524;110097	0.164	0.164	0.164	0.164	0.164	0.164
1;3;90;911;2062;8949;33524;121727	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;33524;123874	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;33524;124530	0.99	0.99	0.9899999999999999	0.99	0.99	0.99
1;3;90;911;2062;8949;33524;125285	0.5	0.5	0.5	0.5	0.5	0.5
1;3;90;911;2062;8949;33524;129362	0.182	0.586	0.7206666666666667	0.99	0.99	0.99
1;3;90;911;2062;8949;33524;129775	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;33524;135623	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;33524;141227	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;33524;143659	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;33524;151009	0.429	0.429	0.429	0.429	0.429	0.429
1;3;90;911;2062;8949;33524;152233	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;33524;153576	0.237	0.4395	0.623	0.642	0.8160000000000001	0.99
1;3;90;911;2062;8949;33524;154526	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;33524;156718	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;33524;159406	0.13	0.775	0.775	0.99	0.99	0.99
1;3;90;911;2062;8949;33524;160653	0.014	0.399	0.689	0.855	0.99	0.99
1;3;90;911;2062;8949;33524;161464	0.021	0.021	0.021	0.021	0.021	0.021
1;3;90;911;2062;8949;33524;163165	0.124	0.23124999999999998	0.5781666666666666	0.5965	0.9385	0.99
1;3;90;911;2062;8949;33524;170780	0.395	0.395	0.395	0.395	0.395	0.395
1;3;90;911;2062;8949;33524;172063	0.0	0.21300000000000002	0.6198823529411764	0.9425	0.99	0.99
1;3;90;911;2062;8949;33524;173060	0.611	0.70575	0.8005	0.8005	0.89525	0.99
1;3;90;911;2062;8949;33524;180762	0.428	0.709	0.8026666666666666	0.99	0.99	0.99
1;3;90;911;2062;8949;33524;180917	0.576	0.6795	0.7829999999999999	0.7829999999999999	0.8865	0.99
1;3;90;911;2062;8949;33524;181465	0.752	0.752	0.752	0.752	0.752	0.752
1;3;90;911;2062;8949;33524;186222	0.146	0.261	0.376	0.376	0.491	0.606
1;3;90;911;2062;8949;33524;80074	0.09	0.09	0.09	0.09	0.09	0.09
1;3;90;911;2062;8949;33524;84663	0.51	0.52025	0.5305	0.5305	0.5407500000000001	0.551
1;3;90;911;2062;8949;33524;94191	0.614	0.708	0.802	0.802	0.896	0.99
1;3;90;911;2062;8949;33524;99419	0.11	0.33	0.55	0.55	0.77	0.99
1;3;90;911;2062;8949;33822;140906	0.252	0.252	0.252	0.252	0.252	0.252
1;3;90;911;2062;8949;33822;160572	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;33822;164631	0.293	0.573	0.7120000000000001	0.853	0.9215	0.99
1;3;90;911;2062;8949;34037;113440	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;34037;163753	0.055	0.204	0.6002222222222222	0.775	0.99	0.99
1;3;90;911;2062;8949;34037;164553	0.127	0.99	0.9134166666666667	0.99	0.99	0.99
1;3;90;911;2062;8949;34037;166034	0.0	0.30075	0.6365	0.8315	0.99	0.99
1;3;90;911;2062;8949;34037;175453	0.99	0.99	0.9899999999999999	0.99	0.99	0.99
1;3;90;911;2062;8949;34037;178858	0.182	0.19425	0.20650000000000002	0.20650000000000002	0.21875	0.231
1;3;90;911;2062;8949;34037;82478	0.806	0.8520000000000001	0.898	0.898	0.944	0.99
1;3;90;911;2062;8949;34605;128003	0.48	0.735	0.82	0.99	0.99	0.99
1;3;90;911;2062;8949;34605;154529	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;34605;185389	0.606	0.606	0.606	0.606	0.606	0.606
1;3;90;911;2062;8949;34920;93563	0.117	0.20575	0.2945	0.2945	0.38325	0.472
1;3;90;911;2062;8949;35052;134588	0.182	0.2745	0.367	0.367	0.4595	0.552
1;3;90;911;2062;8949;35052;160365	0.036	0.036	0.036	0.036	0.036	0.036
1;3;90;911;2062;8949;35052;161815	0.091	0.128	0.377	0.319	0.357	0.99
1;3;90;911;2062;8949;35052;93852	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;35375;91033	0.0	0.14325	0.31525	0.258	0.43	0.745
1;3;90;911;2062;8949;35522;139581	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;35522;145829	0.51	0.51	0.51	0.51	0.51	0.51
1;3;90;911;2062;8949;35588;80044*	0.0	0.2475	0.495	0.495	0.7424999999999999	0.99
1;3;90;911;2062;8949;35631;119459	0.0	0.13474999999999998	0.6150249999999999	0.99	0.99	0.99
1;3;90;911;2062;8949;35631;119658	0.429	0.9705	0.910125	0.99	0.99	0.99
1;3;90;911;2062;8949;35631;96237	0.0	0.1905	0.6477916666666667	0.99	0.99	0.99
1;3;90;911;2062;8949;35831;159912*	0.811	0.811	0.811	0.811	0.811	0.811
1;3;90;911;2062;8949;36092;187886	0.444	0.717	0.8079999999999999	0.99	0.99	0.99
1;3;90;911;2062;8949;36092;80444	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;36968;141143	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;36968;186842	0.141	0.141	0.141	0.141	0.141	0.141
1;3;90;911;2062;8949;36968;97008	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;37333;157615*	0.0	0.298	0.7155884955752212	0.99	0.99	0.99
1;3;90;911;2062;8949;37353;93169*	0.074	0.303	0.532	0.532	0.761	0.99
1;3;90;911;2062;8949;37507;105272	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;37507;181186	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;37880;116443*	0.298	0.298	0.298	0.298	0.298	0.298
1;3;90;911;2062;8949;38017;153203*	0.0	0.42175	0.689	0.905	0.99	0.99
1;3;90;911;2062;8949;38302;106311	0.293	0.293	0.293	0.293	0.293	0.293
1;3;90;911;2062;8949;38302;127256	0.089	0.174	0.259	0.259	0.344	0.429
1;3;90;911;2062;8949;38302;128743	0.317	0.317	0.317	0.317	0.317	0.317
1;3;90;911;2062;8949;38302;136679	0.191	0.57775	0.7203333333333334	0.788	0.99	0.99
1;3;90;911;2062;8949;38302;137136	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;38302;146557	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;38302;157214	0.243	0.243	0.243	0.243	0.243	0.243
1;3;90;911;2062;8949;38302;158814	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;38302;190581	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;38302;191975	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;38302;90457	0.317	0.317	0.317	0.317	0.317	0.317
1;3;90;911;2062;8949;38302;91058	0.99	0.99	0.9899999999999999	0.99	0.99	0.99
1;3;90;911;2062;8949;38357;100280	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;38357;119743	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;38357;147158	0.016	0.1545	0.433	0.293	0.6415	0.99
1;3;90;911;2062;8949;38357;81346	0.0	0.3275	0.6172	0.75	0.99	0.99
1;3;90;911;2062;8949;38595;168313	0.275	0.6325000000000001	0.7516666666666666	0.99	0.99	0.99
1;3;90;911;2062;8949;38595;95133	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;38851;121789*	0.141	0.22474999999999998	0.3085	0.3085	0.39225	0.476
1;3;90;911;2062;8949;39331;113571	0.074	0.074	0.074	0.074	0.074	0.074
1;3;90;911;2062;8949;39331;178608	0.0	0.0	0.0	0.0	0.0	0.0
1;3;90;911;2062;8949;39702;124019	0.045	0.28125	0.5175	0.5175	0.75375	0.99
1;3;90;911;2062;8949;39702;127212	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;39702;130303	0.163	0.78325	0.78325	0.99	0.99	0.99
1;3;90;911;2062;8949;39702;135652	0.252	0.3415	0.5576666666666666	0.431	0.7105	0.99
1;3;90;911;2062;8949;39702;148290	0.0	0.374	0.7368141592920354	0.99	0.99	0.99
1;3;90;911;2062;8949;39702;157624	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;39702;166120	0.072	0.23775	0.5862499999999999	0.6415	0.99	0.99
1;3;90;911;2062;8949;39702;173590	0.089	0.293	0.6450454545454545	0.8554999999999999	0.99	0.99
1;3;90;911;2062;8949;39702;85018	0.0	0.39675	0.7417777777777778	0.99	0.99	0.99
1;3;90;911;2062;8949;39702;95889	0.089	0.293	0.6598695652173913	0.99	0.99	0.99
1;3;90;911;2062;8949;39717;106398	0.064	0.7585	0.7585	0.99	0.99	0.99
1;3;90;911;2062;8949;39717;112754	0.186	0.99	0.856	0.99	0.99	0.99
1;3;90;911;2062;8949;39717;115695	0.041	0.12725	0.54425	0.573	0.99	0.99
1;3;90;911;2062;8949;39717;123831	0.293	0.293	0.293	0.293	0.293	0.293
1;3;90;911;2062;8949;39717;127102	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;39717;130268	0.293	0.5277499999999999	0.71975	0.798	0.99	0.99
1;3;90;911;2062;8949;39717;134268	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;39717;137928	0.067	0.081	0.4904	0.324	0.99	0.99
1;3;90;911;2062;8949;39717;138236	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;39717;148851	0.0	0.2475	0.495	0.495	0.7424999999999999	0.99
1;3;90;911;2062;8949;39717;150933	0.141	0.99	0.9051	0.99	0.99	0.99
1;3;90;911;2062;8949;39717;152308	0.123	0.33975	0.5565	0.5565	0.77325	0.99
1;3;90;911;2062;8949;39717;159184	0.0	0.68875	0.7856	0.99	0.99	0.99
1;3;90;911;2062;8949;39717;172397	0.036	0.324	0.666	0.99	0.99	0.99
1;3;90;911;2062;8949;39717;178086	0.065	0.721	0.8100612244897959	0.99	0.99	0.99
1;3;90;911;2062;8949;39717;182691	0.221	0.3415	0.7044666666666667	0.852	0.99	0.99
1;3;90;911;2062;8949;39717;94634	0.278	0.5095	0.7745454545454545	0.99	0.99	0.99
1;3;90;911;2062;8949;40028;141719	0.108	0.5489999999999999	0.6960000000000001	0.99	0.99	0.99
1;3;90;911;2062;8949;40028;159016	0.191	0.25025	0.3095	0.3095	0.36875	0.428
1;3;90;911;2062;8949;40028;159449	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;40028;183927	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;40028;83475	0.383	0.6865	0.7876666666666666	0.99	0.99	0.99
1;3;90;911;2062;8949;40058;190588	0.07	0.2	0.32999999999999996	0.32999999999999996	0.45999999999999996	0.59
1;3;90;911;2062;8949;40058;98794	0.234	0.42300000000000004	0.612	0.612	0.8009999999999999	0.99
1;3;90;911;2062;8949;40875;104988	0.213	0.40725	0.6015	0.6015	0.79575	0.99
1;3;90;911;2062;8949;40875;113941	0.0	0.0	0.0	0.0	0.0	0.0
1;3;90;911;2062;8949;40875;123332	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;40875;128760	0.0	0.1365	0.5409999999999999	0.489	0.99	0.99
1;3;90;911;2062;8949;40875;138940	0.182	0.182	0.182	0.182	0.182	0.182
1;3;90;911;2062;8949;40875;142101	0.289	0.289	0.289	0.289	0.289	0.289
1;3;90;911;2062;8949;40875;164166	0.191	0.191	0.191	0.191	0.191	0.191
1;3;90;911;2062;8949;40875;168616	0.51	0.868	0.8695999999999999	0.99	0.99	0.99
1;3;90;911;2062;8949;40875;172304	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;40944;184541	0.213	0.629	0.7758571428571429	0.99	0.99	0.99
1;3;90;911;2062;8949;41632;115144	0.191	0.191	0.191	0.191	0.191	0.191
1;3;90;911;2062;8949;41632;148167	0.137	0.26575000000000004	0.3945	0.3945	0.52325	0.652
1;3;90;911;2062;8949;41632;152713	0.124	0.124	0.124	0.124	0.124	0.124
1;3;90;911;2062;8949;41691;99747*	0.127	0.127	0.127	0.127	0.127	0.127
1;3;90;911;2062;8949;41829;126277	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;41829;98130	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;42414;112088	0.606	0.894	0.894	0.99	0.99	0.99
1;3;90;911;2062;8949;42414;114489	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;42414;120763	0.219	0.50925	0.7012499999999999	0.798	0.99	0.99
1;3;90;911;2062;8949;42414;128380	0.283	0.99	0.889	0.99	0.99	0.99
1;3;90;911;2062;8949;42414;157378	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;42449;128487*	0.0	0.146	0.42733333333333334	0.292	0.641	0.99
1;3;90;911;2062;8949;42631;110523	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;42631;116295	0.182	0.288	0.394	0.394	0.5	0.606
1;3;90;911;2062;8949;42631;133637	0.293	0.668	0.7665	0.8915	0.99	0.99
1;3;90;911;2062;8949;42631;134201	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;42631;136870	0.051	0.75525	0.75525	0.99	0.99	0.99
1;3;90;911;2062;8949;42631;143561	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;42631;146775	0.293	0.293	0.293	0.293	0.293	0.293
1;3;90;911;2062;8949;42631;154423	0.127	0.127	0.127	0.127	0.127	0.127
1;3;90;911;2062;8949;42631;156472	0.115	0.33375	0.5525	0.5525	0.77125	0.99
1;3;90;911;2062;8949;42631;170493	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;42631;186954	0.721	0.721	0.721	0.721	0.721	0.721
1;3;90;911;2062;8949;42631;189476	0.292	0.292	0.292	0.292	0.292	0.292
1;3;90;911;2062;8949;42631;191518	0.016	0.2595	0.503	0.503	0.7464999999999999	0.99
1;3;90;911;2062;8949;42631;92143	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;42706;137781	0.064	0.064	0.064	0.064	0.064	0.064
1;3;90;911;2062;8949;42706;82436	0.212	0.212	0.212	0.212	0.212	0.212
1;3;90;911;2062;8949;42706;86372	0.105	0.105	0.105	0.105	0.105	0.105
1;3;90;911;2062;8949;42784;167099	0.084	0.213	0.49144444444444446	0.439	0.606	0.99
1;3;90;911;2062;8949;43673;105475	0.0	0.11399999999999999	0.38891666666666663	0.27	0.5445	0.99
1;3;90;911;2062;8949;43673;108889	0.127	0.301	0.45875	0.359	0.51675	0.99
1;3;90;911;2062;8949;43673;118088	0.394	0.47775	0.5615	0.5615	0.64525	0.729
1;3;90;911;2062;8949;43673;151510	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;43673;88980	0.0	0.02225	0.0445	0.0445	0.06675	0.089
1;3;90;911;2062;8949;44116;143758	0.0	0.293	0.6857769485903814	0.99	0.99	0.99
1;3;90;911;2062;8949;44116;163579	0.167	0.182	0.6638	0.99	0.99	0.99
1;3;90;911;2062;8949;44116;185665	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;44163;101259*	0.317	0.6535	0.7656666666666666	0.99	0.99	0.99
1;3;90;911;2062;8949;44576;166893	0.132	0.14675	0.1615	0.1615	0.17625000000000002	0.191
1;3;90;911;2062;8949;44576;167299	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;44576;168075	0.293	0.99	0.8738333333333334	0.99	0.99	0.99
1;3;90;911;2062;8949;44576;83800	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;44720;137664	0.106	0.99	0.8131999999999999	0.99	0.99	0.99
1;3;90;911;2062;8949;44720;138820	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;44720;170252	0.433	0.48775	0.72975	0.748	0.99	0.99
1;3;90;911;2062;8949;44720;83726	0.99	0.99	0.99	0.99	0.99	0.99
1;3;90;911;2062;8949;44720;85343	0.081	0.14650000000000002	0.483125	0.4365	0.7582500000000001	0.99
1;3;90;911;2062;8949;44755;105494	0.99	0.99	0.99	0.99	0.99	0.99
